pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-16 16:39:19,2019-03-16 17:04:00,2,4.37,20.5,5.95,0.0,29.75,yellow,credit card,West Chelsea/Hudson Yards,Manhattan Valley,Manhattan,Manhattan
2019-03-27 14:37:38,2019-03-27 14:44:19,1,1.28,6.5,0.0,0.0,9.8,yellow,cash,Lincoln Square West,Upper West Side North,Manhattan,Manhattan
2019-03-03 13:13:56,2019-03-03 13:22:47,1,1.3,8.0,1.7,0.0,13.0,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-23 14:46:49,2019-03-23 15:07:10,1,4.0,17.0,4.05,0.0,24.35,yellow,credit card,Garment District,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-02 16:44:47,2019-03-02 17:12:53,1,3.5,18.5,0.0,0.0,21.8,yellow,cash,Midtown North,Lower East Side,Manhattan,Manhattan
2019-03-14 15:57:41,2019-03-14 16:08:16,1,2.2,9.5,3.0,0.0,16.8,yellow,credit card,Yorkville West,Manhattan Valley,Manhattan,Manhattan
2019-03-15 15:39:44,2019-03-15 16:36:49,2,16.3,52.0,10.0,5.76,71.06,yellow,credit card,UN/Turtle Bay South,JFK Airport,Manhattan,Queens
2019-03-20 20:35:58,2019-03-20 20:45:23,1,1.32,7.5,1.0,0.0,12.3,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
2019-03-10 14:10:22,2019-03-10 14:19:28,1,0.6,7.0,1.0,0.0,11.3,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019-03-14 00:56:40,2019-03-14 01:01:26,0,0.7,5.0,1.0,0.0,9.8,yellow,credit card,East Village,Lower East Side,Manhattan,Manhattan
2019-03-27 09:03:30,2019-03-27 09:28:47,1,1.54,15.5,0.0,0.0,18.8,yellow,cash,Murray Hill,Clinton West,Manhattan,Manhattan
2019-03-08 02:58:37,2019-03-08 03:19:27,2,6.9,23.5,0.0,0.0,27.3,yellow,,Garment District,Central Harlem North,Manhattan,Manhattan
2019-03-11 13:37:20,2019-03-11 13:51:45,5,2.06,11.0,2.86,0.0,17.16,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan
2019-03-31 07:52:57,2019-03-31 07:58:31,1,1.48,6.5,0.0,0.0,9.8,yellow,cash,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-27 21:02:45,2019-03-27 21:10:55,1,1.08,7.5,2.26,0.0,13.56,yellow,credit card,Midtown Center,Lincoln Square East,Manhattan,Manhattan
2019-03-01 23:35:14,2019-03-01 23:43:25,5,1.11,7.0,3.24,0.0,14.04,yellow,credit card,Little Italy/NoLiTa,West Village,Manhattan,Manhattan
2019-03-10 22:57:48,2019-03-10 23:04:18,2,1.1,6.5,1.0,0.0,11.3,yellow,credit card,Greenwich Village South,Alphabet City,Manhattan,Manhattan
2019-03-17 21:28:42,2019-03-17 21:44:25,1,3.0,13.0,3.35,0.0,20.15,yellow,credit card,Upper West Side South,East Chelsea,Manhattan,Manhattan
2019-03-22 13:57:20,2019-03-22 14:06:28,1,1.42,8.0,2.26,0.0,13.56,yellow,credit card,East Village,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-01 06:41:00,2019-03-01 06:48:19,2,1.84,8.0,2.26,0.0,13.56,yellow,credit card,Lincoln Square West,Midtown East,Manhattan,Manhattan
2019-03-24 16:03:55,2019-03-24 16:37:14,1,9.19,30.5,7.41,5.76,44.47,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan
2019-03-16 19:55:52,2019-03-16 20:10:26,1,1.88,11.0,2.86,0.0,17.16,yellow,credit card,Flatiron,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-14 18:19:17,2019-03-14 18:27:37,1,1.47,8.0,0.0,0.0,12.3,yellow,cash,Upper East Side North,Lincoln Square East,Manhattan,Manhattan
2019-03-05 07:14:16,2019-03-05 07:27:30,1,2.37,10.5,2.76,0.0,16.56,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan
2019-03-23 11:59:53,2019-03-23 12:16:28,2,3.78,14.5,3.56,0.0,21.36,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-30 05:50:22,2019-03-30 06:11:31,1,8.1,26.0,5.45,0.0,32.75,yellow,credit card,Steinway,Bushwick South,Queens,Brooklyn
2019-03-27 21:51:08,2019-03-27 21:54:52,1,0.81,5.0,1.0,0.0,9.8,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019-03-16 14:18:58,2019-03-16 14:24:08,2,1.15,6.0,0.46,0.0,9.76,yellow,credit card,West Village,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-29 00:02:00,2019-03-29 00:02:05,2,0.0,45.0,5.0,0.0,50.3,yellow,credit card,,,,
2019-03-21 19:27:42,2019-03-21 19:44:51,1,7.2,21.5,0.0,0.0,23.3,yellow,cash,JFK Airport,Woodhaven,Queens,Queens
2019-03-04 21:05:30,2019-03-04 21:34:34,1,16.82,52.0,15.26,5.76,76.32,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan
2019-03-16 14:38:18,2019-03-16 14:44:58,2,0.85,6.0,0.0,0.0,9.3,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-07 13:10:37,2019-03-07 13:35:41,1,8.68,27.5,9.14,5.76,45.7,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-21 18:03:47,2019-03-21 18:30:47,5,4.99,20.5,4.96,0.0,29.76,yellow,credit card,Midtown Center,Central Harlem North,Manhattan,Manhattan
2019-03-08 00:30:05,2019-03-08 00:32:45,1,0.99,5.0,1.76,0.0,10.56,yellow,credit card,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-01 15:45:19,2019-03-01 15:47:06,1,0.5,3.5,0.0,0.0,7.8,yellow,cash,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-09 20:48:43,2019-03-09 20:55:09,1,0.87,6.0,1.0,0.0,10.8,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-30 23:46:27,2019-03-30 23:53:42,1,0.99,6.5,2.06,0.0,12.36,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
2019-03-12 22:22:06,2019-03-12 22:27:22,1,1.0,5.5,0.0,0.0,9.3,yellow,credit card,Gramercy,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-27 17:26:24,2019-03-27 17:33:56,1,0.5,6.0,0.0,0.0,7.8,yellow,credit card,Midtown East,Upper East Side South,Manhattan,Manhattan
2019-03-22 10:19:07,2019-03-22 10:26:10,1,0.73,6.5,0.0,0.0,9.8,yellow,cash,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
2019-03-18 21:52:51,2019-03-18 22:23:12,3,8.7,28.5,6.2,0.0,38.5,yellow,credit card,Midtown Center,Clinton Hill,Manhattan,Brooklyn
2019-03-31 01:18:04,2019-03-31 01:27:35,1,2.6,9.5,1.5,0.0,14.8,yellow,credit card,Yorkville West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-01 13:17:12,2019-03-01 13:25:18,1,0.8,6.5,1.95,0.0,11.75,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-19 08:51:33,2019-03-19 09:01:10,1,0.8,7.5,2.15,0.0,12.95,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan
2019-03-30 01:40:32,2019-03-30 01:42:00,1,0.64,4.0,0.0,0.0,5.3,yellow,cash,Long Island City/Queens Plaza,Astoria,Queens,Queens
2019-03-27 17:48:40,2019-03-27 17:55:55,1,1.31,7.0,0.0,0.0,11.3,yellow,cash,East Village,Murray Hill,Manhattan,Manhattan
2019-03-28 16:29:27,2019-03-28 16:55:52,1,5.14,20.5,4.96,0.0,29.76,yellow,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-30 10:46:08,2019-03-30 10:54:04,2,1.56,7.5,1.66,0.0,11.91,yellow,credit card,Central Harlem North,East Harlem North,Manhattan,Manhattan
2019-03-01 07:06:20,2019-03-01 07:09:34,5,0.66,4.5,1.56,0.0,9.36,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-30 13:42:26,2019-03-30 13:44:47,6,0.29,3.5,0.0,0.0,6.8,yellow,cash,Times Sq/Theatre District,Midtown Center,Manhattan,Manhattan
2019-03-19 09:36:24,2019-03-19 10:09:41,1,6.8,25.5,0.0,0.0,28.8,yellow,cash,Manhattanville,Midtown East,Manhattan,Manhattan
2019-03-02 10:32:56,2019-03-02 10:46:13,2,1.54,9.5,2.56,0.0,15.36,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan
2019-03-02 23:55:24,2019-03-03 00:04:02,1,1.6,8.0,2.36,0.0,14.16,yellow,credit card,Central Park,Upper West Side North,Manhattan,Manhattan
2019-03-22 09:02:34,2019-03-22 09:32:22,1,8.3,27.0,7.2,5.76,43.26,yellow,credit card,LaGuardia Airport,Kips Bay,Queens,Manhattan
2019-03-15 15:44:24,2019-03-15 15:48:39,1,0.86,5.0,1.0,0.0,9.3,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-27 22:24:45,2019-03-27 22:40:25,1,5.15,16.5,4.06,0.0,24.36,yellow,credit card,Midtown Center,Central Harlem North,Manhattan,Manhattan
2019-03-02 19:16:15,2019-03-02 19:23:04,1,1.02,6.5,1.0,0.0,10.8,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019-03-01 01:25:30,2019-03-01 01:29:25,1,1.0,5.0,1.76,0.0,10.56,yellow,credit card,Murray Hill,Midtown East,Manhattan,Manhattan
2019-03-26 19:10:53,2019-03-26 19:19:03,1,1.26,7.0,1.7,0.0,13.0,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan
2019-03-01 18:49:26,2019-03-01 19:09:28,2,4.16,17.0,4.26,0.0,25.56,yellow,credit card,West Chelsea/Hudson Yards,Yorkville East,Manhattan,Manhattan
2019-03-14 16:49:58,2019-03-14 17:07:29,1,3.6,14.5,1.5,0.0,20.3,yellow,credit card,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
2019-03-05 10:34:56,2019-03-05 10:49:40,1,1.2,10.0,0.0,0.0,13.3,yellow,cash,Lenox Hill East,Midtown East,Manhattan,Manhattan
2019-03-01 21:12:39,2019-03-01 21:16:16,1,0.61,4.5,0.0,0.0,8.3,yellow,cash,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-24 03:10:56,2019-03-24 03:25:08,5,3.46,14.0,3.56,0.0,21.36,yellow,credit card,East Village,Financial District North,Manhattan,Manhattan
2019-03-24 15:56:51,2019-03-24 16:01:10,1,0.6,4.5,1.55,0.0,9.35,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
2019-03-21 11:53:32,2019-03-21 12:08:52,1,1.01,10.5,0.0,0.0,13.8,yellow,cash,Midtown North,Midtown East,Manhattan,Manhattan
2019-03-25 15:21:29,2019-03-25 15:31:36,1,1.51,8.5,1.86,0.0,11.16,yellow,credit card,Morningside Heights,Hamilton Heights,Manhattan,Manhattan
2019-03-11 17:32:36,2019-03-11 17:38:19,1,0.64,5.5,0.0,0.0,9.8,yellow,cash,Garment District,Midtown Center,Manhattan,Manhattan
2019-03-19 19:02:55,2019-03-19 19:31:30,1,2.85,18.0,4.46,0.0,26.76,yellow,credit card,Gramercy,Midtown North,Manhattan,Manhattan
2019-03-05 18:25:45,2019-03-05 18:30:44,1,0.7,5.0,1.85,0.0,11.15,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-06 15:57:24,2019-03-06 16:08:26,5,1.31,8.5,2.56,0.0,15.36,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan
2019-03-20 21:34:47,2019-03-20 21:40:01,1,0.8,5.5,1.85,0.0,11.15,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019-03-19 09:53:06,2019-03-19 09:57:25,1,0.5,5.0,0.42,0.0,8.72,yellow,credit card,Midtown East,Midtown North,Manhattan,Manhattan
2019-03-11 08:10:34,2019-03-11 08:19:55,1,1.46,8.0,1.13,0.0,12.43,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
2019-03-10 10:51:14,2019-03-10 11:02:56,6,2.22,10.0,0.0,0.0,13.3,yellow,cash,Midtown South,East Chelsea,Manhattan,Manhattan
2019-03-27 21:19:37,2019-03-27 21:25:02,1,1.7,7.0,2.0,0.0,12.8,yellow,credit card,Kips Bay,Lenox Hill East,Manhattan,Manhattan
2019-03-14 19:07:34,2019-03-14 19:27:16,1,1.24,12.5,3.36,0.0,20.16,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-09 22:19:49,2019-03-09 22:29:17,1,1.44,8.0,1.0,0.0,12.8,yellow,credit card,Stuy Town/Peter Cooper Village,Gramercy,Manhattan,Manhattan
2019-03-06 20:29:15,2019-03-06 20:37:55,1,1.1,7.0,2.15,0.0,12.95,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-19 20:15:24,2019-03-19 20:22:52,1,1.8,8.0,1.2,0.0,13.0,yellow,credit card,West Chelsea/Hudson Yards,Lincoln Square West,Manhattan,Manhattan
2019-03-17 20:59:27,2019-03-17 21:17:14,1,8.1,24.0,8.35,5.76,41.91,yellow,credit card,LaGuardia Airport,Gramercy,Queens,Manhattan
2019-03-15 18:55:47,2019-03-15 19:06:49,1,1.3,9.0,2.0,0.0,15.3,yellow,credit card,West Chelsea/Hudson Yards,Murray Hill,Manhattan,Manhattan
2019-03-17 18:20:23,2019-03-17 18:24:07,3,0.64,4.0,1.46,0.0,8.76,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019-03-30 10:50:54,2019-03-30 10:53:56,1,0.5,4.0,0.0,0.0,7.3,yellow,cash,Murray Hill,Murray Hill,Manhattan,Manhattan
2019-03-13 13:50:15,2019-03-13 13:59:08,1,1.49,8.0,0.0,0.0,11.3,yellow,cash,West Chelsea/Hudson Yards,East Chelsea,Manhattan,Manhattan
2019-03-21 21:25:59,2019-03-21 21:53:28,1,6.9,24.5,0.0,0.0,28.3,yellow,cash,Upper East Side South,Middle Village,Manhattan,Queens
2019-03-25 16:47:36,2019-03-25 16:57:03,2,1.5,8.0,0.0,0.0,12.3,yellow,cash,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
2019-03-28 13:19:51,2019-03-28 13:27:08,1,0.8,6.5,0.98,0.0,10.78,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan
2019-03-19 09:06:14,2019-03-19 09:13:28,0,1.1,7.0,0.0,0.0,10.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
2019-03-23 23:34:47,2019-03-23 23:50:20,1,2.6,12.0,0.0,0.0,15.8,yellow,cash,East Village,Flatiron,Manhattan,Manhattan
2019-03-19 14:25:42,2019-03-19 14:33:07,1,0.51,6.0,0.0,0.0,9.3,yellow,cash,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-25 05:39:13,2019-03-25 05:46:41,1,1.5,7.5,2.8,0.0,14.1,yellow,credit card,Central Park,Lenox Hill East,Manhattan,Manhattan
2019-03-11 14:25:17,2019-03-11 14:44:40,1,2.5,13.5,3.36,0.0,20.16,yellow,credit card,Little Italy/NoLiTa,Garment District,Manhattan,Manhattan
2019-03-28 03:34:34,2019-03-28 03:51:14,2,9.43,27.5,3.0,0.0,34.3,yellow,credit card,Clinton East,Inwood,Manhattan,Manhattan
2019-03-22 18:42:58,2019-03-22 18:50:21,1,0.62,6.0,2.06,0.0,12.36,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
2019-03-05 11:59:29,2019-03-05 12:09:27,1,0.81,7.5,2.16,0.0,12.96,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019-03-22 11:00:43,2019-03-22 11:20:13,1,1.85,13.0,1.0,0.0,17.3,yellow,credit card,Midtown East,Union Sq,Manhattan,Manhattan
2019-03-31 19:35:04,2019-03-31 19:51:08,2,2.33,12.0,3.06,0.0,18.36,yellow,credit card,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan
2019-03-14 21:00:07,2019-03-14 21:22:51,5,9.78,28.0,5.86,0.0,35.16,yellow,credit card,JFK Airport,Ridgewood,Queens,Queens
2019-03-09 00:47:12,2019-03-09 01:02:09,1,7.89,23.5,3.0,0.0,30.3,yellow,credit card,Yorkville East,Battery Park City,Manhattan,Manhattan
2019-03-23 16:37:31,2019-03-23 16:41:53,5,0.63,4.5,0.0,0.0,7.8,yellow,cash,Midtown South,Gramercy,Manhattan,Manhattan
2019-03-08 18:51:05,2019-03-08 18:52:26,1,0.33,3.0,0.0,0.0,7.3,yellow,cash,Midtown South,Union Sq,Manhattan,Manhattan
2019-03-17 21:39:35,2019-03-17 22:06:11,1,7.1,24.0,5.56,0.0,33.36,yellow,credit card,Upper West Side South,East Williamsburg,Manhattan,Brooklyn
2019-03-02 15:59:53,2019-03-02 16:39:43,2,17.8,52.0,12.21,5.76,73.27,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens
2019-03-20 09:27:43,2019-03-20 09:52:20,4,1.89,15.0,0.0,0.0,18.3,yellow,cash,East Chelsea,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-10 23:32:24,2019-03-10 23:47:17,2,3.3,13.5,0.0,0.0,17.3,yellow,cash,Chinatown,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-08 20:08:54,2019-03-08 20:21:56,1,2.2,11.0,0.0,0.0,14.8,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
2019-03-11 23:09:09,2019-03-11 23:20:04,1,2.08,9.5,0.0,0.0,13.3,yellow,cash,Lenox Hill West,Murray Hill,Manhattan,Manhattan
2019-03-30 19:35:25,2019-03-30 20:31:33,1,21.2,52.0,11.05,0.0,66.35,yellow,credit card,JFK Airport,TriBeCa/Civic Center,Queens,Manhattan
2019-03-06 15:46:30,2019-03-06 15:51:05,2,0.7,5.0,1.0,0.0,9.3,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan
2019-03-18 00:52:04,2019-03-18 01:21:32,1,19.2,52.0,10.65,0.0,63.95,yellow,credit card,JFK Airport,Williamsburg (North Side),Queens,Brooklyn
2019-03-29 17:47:06,2019-03-29 17:48:38,5,0.4,3.5,0.0,0.0,7.8,yellow,cash,Greenwich Village South,West Village,Manhattan,Manhattan
2019-03-20 23:42:07,2019-03-20 23:47:53,1,0.9,6.0,0.0,0.0,9.8,yellow,cash,West Village,East Village,Manhattan,Manhattan
2019-03-06 18:52:02,2019-03-06 18:58:36,2,0.5,5.5,2.45,0.0,12.25,yellow,credit card,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-31 00:47:04,2019-03-31 01:03:48,1,1.85,12.0,3.16,0.0,18.96,yellow,credit card,Meatpacking/West Village West,Gramercy,Manhattan,Manhattan
2019-03-15 09:31:05,2019-03-15 09:48:59,1,1.45,11.5,2.96,0.0,17.76,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
2019-03-23 15:54:32,2019-03-23 16:44:31,1,18.7,52.0,12.2,5.76,73.26,yellow,credit card,JFK Airport,Clinton East,Queens,Manhattan
2019-03-23 20:58:35,2019-03-23 21:21:25,2,5.7,20.5,0.0,0.0,24.3,yellow,cash,Lincoln Square East,Jackson Heights,Manhattan,Queens
2019-03-12 08:39:53,2019-03-12 09:08:13,1,3.6,19.0,4.45,0.0,26.75,yellow,credit card,Lincoln Square East,Union Sq,Manhattan,Manhattan
2019-03-16 10:12:38,2019-03-16 10:22:41,1,1.5,8.5,2.36,0.0,14.16,yellow,credit card,Flatiron,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-09 16:59:20,2019-03-09 17:24:47,2,4.44,19.0,4.46,0.0,26.76,yellow,credit card,Penn Station/Madison Sq West,Morningside Heights,Manhattan,Manhattan
2019-03-23 10:18:21,2019-03-23 10:22:48,1,0.69,5.0,0.7,0.0,9.0,yellow,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-14 23:09:39,2019-03-14 23:17:53,2,1.4,8.0,0.0,0.0,11.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-05 10:10:32,2019-03-05 10:19:25,1,1.26,7.5,0.0,0.0,10.8,yellow,cash,Union Sq,Garment District,Manhattan,Manhattan
2019-03-31 15:32:00,2019-03-31 15:51:27,2,5.33,18.5,4.36,0.0,26.16,yellow,credit card,World Trade Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-15 22:25:40,2019-03-15 22:33:37,1,2.33,8.5,1.84,0.0,14.14,yellow,credit card,Midtown North,East Harlem South,Manhattan,Manhattan
2019-03-05 18:25:01,2019-03-05 18:30:24,1,0.62,5.0,1.86,0.0,11.16,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-10 15:40:18,2019-03-10 15:57:26,0,1.9,12.0,0.0,0.0,15.3,yellow,cash,Penn Station/Madison Sq West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-08 23:00:17,2019-03-08 23:24:29,1,3.22,16.0,3.96,0.0,23.76,yellow,credit card,Midtown Center,SoHo,Manhattan,Manhattan
2019-03-22 19:08:46,2019-03-22 19:27:18,1,5.92,20.0,1.2,5.76,31.26,yellow,credit card,Yorkville East,Greenpoint,Manhattan,Brooklyn
2019-03-14 17:25:02,2019-03-14 17:31:06,2,0.46,5.5,0.0,0.0,9.8,yellow,cash,Union Sq,Gramercy,Manhattan,Manhattan
2019-03-10 15:23:24,2019-03-10 15:27:15,1,1.17,5.5,1.0,0.0,9.8,yellow,credit card,Upper East Side South,Central Park,Manhattan,Manhattan
2019-03-17 10:52:03,2019-03-17 11:44:35,1,9.15,39.0,8.46,0.0,50.76,yellow,credit card,Financial District South,Central Park,Manhattan,Manhattan
2019-03-19 14:40:14,2019-03-19 14:45:25,2,0.7,5.5,1.76,0.0,10.56,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-29 17:50:08,2019-03-29 18:10:22,1,1.54,12.5,0.0,0.0,16.8,yellow,cash,Kips Bay,Garment District,Manhattan,Manhattan
2019-03-06 20:24:29,2019-03-06 20:32:52,1,1.5,8.0,2.35,0.0,14.15,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
2019-03-07 19:33:02,2019-03-07 19:45:30,2,1.39,9.0,1.5,0.0,14.8,yellow,credit card,Midtown North,Clinton East,Manhattan,Manhattan
2019-03-04 14:17:05,2019-03-04 14:17:13,1,0.0,2.5,0.0,0.0,3.3,yellow,cash,JFK Airport,JFK Airport,Queens,Queens
2019-03-24 20:37:27,2019-03-24 20:58:02,2,6.2,22.0,5.16,0.0,30.96,yellow,credit card,Midtown East,Battery Park City,Manhattan,Manhattan
2019-03-11 15:16:40,2019-03-11 15:26:12,1,1.14,7.5,0.0,0.0,10.8,yellow,cash,Garment District,Midtown Center,Manhattan,Manhattan
2019-03-13 14:56:12,2019-03-13 15:14:38,1,2.3,13.0,3.25,0.0,19.55,yellow,credit card,Greenwich Village North,Midtown North,Manhattan,Manhattan
2019-03-21 18:08:42,2019-03-21 18:33:24,1,2.15,16.0,4.06,0.0,24.36,yellow,credit card,Kips Bay,Midtown North,Manhattan,Manhattan
2019-03-08 20:13:54,2019-03-08 20:31:58,1,1.46,11.5,0.0,0.0,13.3,yellow,credit card,Greenwich Village North,East Chelsea,Manhattan,Manhattan
2019-03-06 09:35:13,2019-03-06 09:40:31,2,1.0,6.0,0.93,0.0,10.23,yellow,credit card,Midtown South,Greenwich Village North,Manhattan,Manhattan
2019-03-23 18:35:04,2019-03-23 18:45:07,1,1.5,8.0,0.0,0.0,8.8,yellow,cash,Astoria,Astoria,Queens,Queens
2019-03-13 12:46:31,2019-03-13 13:00:18,1,1.6,10.0,1.1,0.0,14.4,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
2019-03-10 01:43:32,2019-03-10 01:45:22,1,0.37,3.5,0.0,0.0,4.8,yellow,cash,JFK Airport,JFK Airport,Queens,Queens
2019-03-24 19:36:52,2019-03-24 19:49:13,1,2.6,11.5,2.95,0.0,17.75,yellow,credit card,Greenwich Village North,Battery Park City,Manhattan,Manhattan
2019-03-05 20:17:31,2019-03-05 20:35:21,1,4.2,16.0,0.0,0.0,19.8,yellow,cash,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
2019-03-21 10:15:10,2019-03-21 10:28:38,1,0.97,9.5,0.0,0.0,12.8,yellow,cash,Midtown North,Murray Hill,Manhattan,Manhattan
2019-03-10 12:19:58,2019-03-10 12:49:34,1,5.06,22.0,0.0,0.0,25.3,yellow,cash,TriBeCa/Civic Center,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-10 00:20:46,2019-03-10 00:25:46,1,0.7,5.0,2.2,0.0,11.0,yellow,credit card,East Village,East Village,Manhattan,Manhattan
2019-03-20 16:20:21,2019-03-20 16:26:25,5,0.74,6.0,1.03,0.0,11.33,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan
2019-03-18 07:11:42,2019-03-18 08:11:47,0,16.8,52.0,10.0,5.76,68.56,yellow,credit card,JFK Airport,East Harlem South,Queens,Manhattan
2019-03-30 12:55:12,2019-03-30 13:03:45,1,1.2,7.5,0.0,0.0,10.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan
2019-03-28 14:20:06,2019-03-28 14:31:59,1,1.2,9.0,2.46,0.0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan
2019-03-09 14:49:45,2019-03-09 15:28:59,1,2.25,21.5,0.0,0.0,24.8,yellow,cash,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019-03-20 18:55:36,2019-03-20 19:09:51,1,2.0,11.0,3.05,0.0,18.35,yellow,credit card,Midtown East,Lincoln Square East,Manhattan,Manhattan
2019-03-22 14:02:01,2019-03-22 14:29:30,1,1.5,16.0,3.85,0.0,23.15,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
2019-03-09 22:34:01,2019-03-09 22:43:02,1,1.79,8.5,0.0,0.0,12.3,yellow,cash,Upper East Side South,Upper West Side North,Manhattan,Manhattan
2019-03-07 18:29:54,2019-03-07 18:47:04,1,2.11,13.0,3.46,0.0,20.76,yellow,credit card,Morningside Heights,Lincoln Square East,Manhattan,Manhattan
2019-03-30 01:00:03,2019-03-30 01:29:17,1,10.2,32.5,7.25,0.0,43.55,yellow,credit card,Yorkville West,Prospect Heights,Manhattan,Brooklyn
2019-03-13 16:20:00,2019-03-13 16:27:53,6,1.22,7.5,2.36,0.0,14.16,yellow,credit card,Battery Park City,Financial District North,Manhattan,Manhattan
2019-03-13 09:54:53,2019-03-13 10:18:08,1,6.49,22.5,6.45,0.0,32.25,yellow,credit card,Midtown South,Morningside Heights,Manhattan,Manhattan
2019-03-22 15:02:51,2019-03-22 15:35:25,1,10.09,31.0,8.01,5.76,48.07,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-10 09:33:13,2019-03-10 09:52:04,1,13.4,52.0,11.7,5.76,70.26,yellow,credit card,,,,
2019-03-29 06:57:05,2019-03-29 07:08:03,1,1.3,9.0,2.45,0.0,14.75,yellow,credit card,Midtown East,Kips Bay,Manhattan,Manhattan
